ID,y
1,80.35870845579021
2,97.61562229124601
3,79.37958613878399
4,80.53640240565821
5,122.55494000687841
8,94.29270094352873
10,113.90644521081009
11,95.31672670962368
12,118.17639259291448
14,95.26228811486692
15,117.60652789300786
16,105.30136405639468
17,101.898198824876
19,95.20757383637672
20,105.25802013663247
21,103.54348990208385
22,117.95571983427394
23,101.46750720582449
26,96.68384512667143
28,94.28855673998737
29,96.46718973228079
33,96.33668582657847
35,94.75105308993986
41,96.88978781741994
42,94.44093645333896
43,117.40927862926355
45,103.86327935100081
46,104.17807845270141
51,93.99355004767116
53,80.20160590841249
55,112.47512052519912
56,94.45170655775522
57,104.17743214232883
58,95.37863681806468
59,104.40310612413231
63,112.17955155656796
64,94.96613715125406
65,104.6732296769473
69,94.87803258553092
71,94.97926169892366
72,104.28418044330897
73,94.3551987522178
76,104.28937662347889
77,104.0912311533543
78,116.12053984926581
82,94.31569437417764
83,104.61406482792006
84,94.27705556061247
85,104.05997479753037
87,112.33883464090877
88,96.28450375097933
89,112.71169685431738
91,94.83398007508961
93,94.61214535252003
94,104.30115846315684
95,96.31994904042998
96,111.52647259685298
97,94.29925141636508
98,113.04386606026159
99,94.14297195850921
101,104.1986628844135
103,112.7116859614589
104,94.15550112865836
105,111.96715468121516
110,94.66001748734467
111,112.42618016421443
113,112.72296205535741
114,93.56632786297044
115,114.87182834129322
117,112.71167506860041
120,94.32416696336864
121,112.45307362871841
122,93.920794474324
123,112.82448625716609
126,112.3438396969079
132,112.1583190236141
135,104.71235400939511
137,104.283649180906
138,94.61378465284136
140,94.43796169620978
142,113.66364425332614
144,112.33833252774164
148,93.9960701440518
149,114.93280342991551
155,94.52589422554652
156,112.35261304696283
157,94.55389681032258
162,112.28113621062616
163,94.68915482130197
167,94.40440924777084
172,116.15172434089627
179,113.0224712501853
180,94.10966841415026
181,111.8547527140822
182,94.90377422185423
183,112.7116237165533
185,112.71162216043066
187,112.12349346807756
188,94.08859163600584
189,94.02037385681854
191,94.29842691605373
192,113.25816789314186
193,94.7531695751197
194,112.04192979410925
195,93.74993842047655
196,112.42641157538895
198,94.56492925666737
199,112.3803658452089
201,104.30066825713837
204,94.39022255860675
205,104.85618999826278
206,94.25942828849861
210,94.31553937303067
211,104.1985772976683
216,112.51081526465083
219,115.75882735941656
220,94.08066054843576
221,111.98169760481298
226,111.85471770132278
227,94.18402665242823
228,112.35846217791499
230,112.39181633468297
231,93.69307568398023
235,116.59559164383387
236,94.17392521033088
238,113.17488353548538
242,104.39913944610234
243,94.61627147773771
244,80.14492256569503
245,112.16391566293399
247,118.16406568088271
248,93.98676420989858
249,94.23604117348543
250,111.74198998244094
251,94.17391353941107
253,116.5955776387301
254,93.91432122579616
256,94.17185929501838
257,93.55621514222312
258,112.35627883007132
259,94.19252245649096
262,80.83119930662593
266,94.53200777315419
267,114.945467966336
272,103.78791767896976
273,112.70131504357354
275,101.42485297271963
276,112.93857924991693
279,94.60732111483648
280,104.54191295364862
283,94.37710257833834
285,112.50509293828304
288,112.70130337265377
289,94.78976830090184
290,104.35907831876293
291,94.57253554354145
292,111.5210558146077
293,112.35393314933935
296,108.3571520115762
297,112.02949003465267
298,115.92993898827541
299,94.31535005879698
304,93.76771886844514
305,88.12882990724864
306,94.29814923534695
307,111.81456983948868
311,109.56492382590955
313,111.82525395285904
314,93.95799523575005
316,94.56718800564784
324,95.44893709488755
327,94.52169775063388
329,93.8553611600762
330,112.03785669261347
337,103.83517738919434
338,94.84651630864377
339,104.83656438287639
340,94.85124062952491
343,93.76602531604584
345,115.69723640376836
346,94.3580663615133
347,115.43708968139134
349,112.22492519374703
350,93.75417066872157
352,112.44621817633865
353,94.10044366412745
354,78.70546575863574
357,94.06603476849332
358,112.67004468472854
362,114.37546302023716
364,116.32552642230198
365,110.05465846256908
366,94.36025795066118
367,112.22278731596572
368,94.55430241504635
370,79.14989818373803
373,94.79382751976448
377,94.01972479183192
378,112.33437391109979
382,104.23409226964102
384,112.35834080034905
390,94.66498013245777
392,111.9249544489054
393,112.35993171944313
395,94.65591257194151
396,104.63425635250752
399,78.8704528785004
406,111.82518159315629
408,111.82518003703365
409,93.9625944568891
410,79.8586166435116
412,111.94255427229993
413,93.23711926697598
419,94.50975789099618
420,112.79309672568843
421,93.2920904594776
430,103.43389475054732
434,94.04056955506843
436,94.71890709965004
437,94.38668233318916
438,93.46898426640027
439,112.83888882728897
440,94.28054749168098
443,112.82225363496556
446,94.41953713641965
448,94.48411640146776
452,94.64460013731593
453,104.02217455252352
457,104.16647383175717
458,94.23328464624518
459,114.50681141398624
460,104.10683249720756
462,104.70463530339973
464,104.3873495819492
465,115.75863595633183
467,117.68958945684182
471,111.8554349742486
472,78.3602961405409
473,94.1863259437417
475,94.4447678685398
480,94.65703314659777
488,112.75230285072178
490,111.8144274542671
491,103.98289752401072
492,79.12611909361522
493,94.0690798920952
497,93.51650999971113
498,112.34394698661248
499,94.41137474771006
500,109.9159794941915
501,94.22405013980375
502,114.7427399559102
506,80.14403191554308
510,112.12868191257198
511,93.7040047832044
512,93.75753537370204
516,107.69378045966783
518,93.908332736553
519,114.9505743240826
521,93.68744121645838
522,112.8473088014797
526,112.28874179025101
529,95.25525141867274
532,111.8331249392659
533,94.33575772475166
536,112.9231563118839
537,100.55585927770005
539,94.32415838023252
540,104.1523998042795
541,94.25242525672707
543,94.05636093531828
546,112.23388614113398
547,94.1703720760338
548,79.45151282758297
551,94.11249179578866
552,104.17397588138644
556,103.6773887855829
557,94.67096554544645
558,112.2226387062536
559,94.60457647379127
560,104.80068441395153
562,104.87633593400076
566,94.43844511516019
570,112.34389096619745
571,94.38657807297227
572,104.61449288622393
573,94.17751022204607
575,115.75855036958663
576,111.35209552634515
577,93.54506561369226
579,93.66525854141403
580,111.69009748001784
581,112.13585205933532
589,111.81435042619643
591,103.34925224911646
593,94.57203354021419
594,103.323028486765
595,94.53197819339482
598,94.06293282700426
602,111.61448832165317
604,112.44427497353834
606,112.74082010293321
608,94.30825081216548
609,104.2172570067203
610,94.01157824615893
616,112.11447742879471
617,94.1856735297049
618,104.04560879847085
620,104.33261447506106
622,112.48962534831742
623,93.42463897956753
624,122.83044311312307
626,111.9118787057987
628,112.03998994264481
629,94.15345215653895
630,112.35099302519404
637,94.59547495248879
638,104.45173588081181
643,94.60399372160455
645,94.65690476647998
646,114.764484435237
648,95.02775204167102
652,94.43385397092965
653,94.37976988717841
654,112.34382560904658
656,112.11816182147862
657,94.67774778532169
659,94.47143381655394
660,104.70521366913337
663,93.89022275704818
664,112.63926613165603
666,103.73753922097018
668,111.66744600280919
669,94.14910558272854
671,94.84163032545987
675,93.7113459474104
677,94.45897484651923
678,111.50146938738243
679,104.31938914747195
682,94.53758981362924
685,104.10719912042228
687,94.27944178672746
688,94.20480548187808
693,112.11028238623712
696,95.1271954829715
698,94.1578852870114
701,95.98263926795829
704,104.18680469858532
705,116.13422741985721
709,112.65987626049818
710,93.92611930474189
711,104.11489087128658
712,94.779647741352
714,111.93711693806267
715,94.21571756668791
716,111.8352782237369
717,93.92926524600267
720,115.73800603214056
721,94.28764619638616
724,107.93969704011971
725,94.30141867601438
726,112.74010900513545
728,112.69542971463781
731,94.30239792776541
734,105.00338606659793
738,94.25336142627734
745,112.11519340409927
746,93.95910164991201
751,80.00037324692642
754,94.09423062778447
756,94.25392755798995
758,94.4480704539234
759,113.76683432223234
761,116.02673908523971
766,94.31489568201849
767,111.64895161634007
768,93.44094461770737
769,112.5496763785768
770,97.10840933061189
771,79.23074515415539
772,104.77312416590385
773,94.09375674928108
774,112.28676355272333
776,112.34541678175694
777,94.55064050962551
780,116.4951004617426
782,104.16361745826427
787,103.51861726618759
788,94.32396464296383
792,93.61443789763439
793,111.99808211072215
798,94.55079289021742
800,93.86678152665945
806,111.86098029294467
809,112.56166155251071
811,113.86199874150526
812,93.24735673661829
814,115.79710647836083
816,104.29015302771143
817,94.60278119051367
818,107.32056759175262
820,112.36140427557447
823,94.237303632379
829,93.4472371828223
830,113.28612845607535
831,93.36228641146104
834,112.05851404921992
839,94.52805757250698
841,79.3353650723289
844,104.27826953584525
845,93.95946211317451
848,93.885200266173
850,95.73335706870387
851,104.29962062142286
852,96.16143105062153
854,93.81366442943917
855,94.50926517731372
856,103.76448948327683
859,103.93958894608889
861,112.29496612506037
864,93.96223910732206
865,112.27691949474868
866,94.39565379036611
867,94.01600654093306
869,94.5926435666818
871,93.76643772309026
872,111.86451475632725
882,103.65542231764735
883,94.04826158737168
885,94.66200867785173
888,95.0887051058896
893,111.93732098784031
901,111.60698588214947
903,104.14984380845002
904,94.39643350247323
905,104.6026868214436
910,94.73452603384345
911,112.28029404328342
914,112.67853084484165
918,113.05234517644402
921,93.6427799105366
928,94.25009977282335
929,104.52801452248363
932,94.6398524906873
933,104.54400829826213
934,94.73450736037177
935,112.30253794305392
937,79.50844095522226
939,94.44297252191544
940,103.70020778757512
941,94.79562951398324
942,103.49665216733325
943,94.21861537732005
944,104.31768333252089
947,111.90623496618139
949,112.45006428164078
951,112.30666062590876
952,94.89446997547768
953,104.18147452208325
954,80.09533560441679
957,112.51713569386897
959,93.44948588836635
960,115.75254426216611
963,115.91976276402104
965,111.90622096107762
967,104.19671664560661
971,94.24671191672147
972,78.86696503080643
973,94.22132335872263
974,112.5384542539359
975,95.59091714923386
978,117.19218407656544
980,112.3829854132047
981,94.53713592085316
984,112.84785656853754
986,94.73915134942533
988,93.45443768982244
989,112.23105427735203
990,103.89602279630213
992,111.7006498197803
996,94.60558486029018
999,113.02280217300836
1000,94.5232834692363
1001,112.3361017033115
1002,93.4419374781163
1003,112.5057626227748
1004,93.55556475771658
1008,112.00913092485101
1009,94.44101070899023
1010,104.76466566541347
1012,115.90477888842668
1013,93.78321125858267
1014,112.86816556312371
1015,94.44802734241642
1016,116.23300735440779
1019,95.41203637616724
1020,113.1491209777636
1021,94.78034573593146
1022,104.30440090301525
1024,94.7803434017475
1025,79.83723613616607
1027,94.65748492742682
1028,105.00966509451061
1029,95.67288859100489
1030,94.43806468220251
1033,112.5727101061305
1036,94.52701558897354
1037,112.2432087028696
1038,94.20727991254952
1042,94.57785637085729
1043,104.14394293218768
1044,94.23501775745632
1045,112.09455135533216
1047,114.69621139684023
1050,93.97166164865871
1051,112.04740465815564
1054,94.29287951544848
1056,94.57830681430104
1057,94.12125395128405
1059,94.91701878888506
1062,104.36357804172704
1063,104.34339335552849
1064,94.57830058981048
1066,94.1262316440642
1070,104.44948989884534
1076,112.23771571199376
1077,102.70812677842696
1078,112.11179862852737
1080,112.43546650599848
1082,112.08744988355915
1083,94.67724509535799
1089,113.15271390734475
1091,95.20959513307446
1093,94.37417289090186
1097,94.24510688400176
1099,93.7402822367304
1101,94.91971067608446
1103,95.90164671998255
1104,112.21134199756585
1106,112.08926249954868
1109,94.45464254507519
1110,112.32265019540887
1111,94.5081991690671
1112,112.31798998427871
1114,94.06337879124192
1116,94.30374117648913
1117,112.83231119185072
1120,94.47173821573978
1124,112.5902937214957
1125,93.82202213546066
1126,112.64922160873243
1134,112.14603392672234
1137,93.95039320158796
1138,112.35198631984815
1144,111.74227095812086
