id,price_doc
30474,5712460.5
30475,8200419.5
30476,5473443.0
30477,5829918.0
30478,5078269.0
30479,8861250.0
30480,4361986.5
30481,4190673.5
30482,4932683.0
30483,4468429.5
30484,6494436.5
30485,4998969.0
30486,3871650.0
30487,3786699.0
30488,5929272.0
30489,6092408.0
30490,22174966.0
30491,16646550.0
30492,5810219.5
30493,13357058.0
30494,6725898.5
30495,11619818.0
30496,8841420.0
30497,8751346.0
30498,4851839.0
30499,7883737.0
30500,11753546.0
30501,7250497.5
30502,2981306.5
30503,6797730.0
30504,5793024.0
30505,11345250.0
30506,3476694.75
30507,4679238.0
30508,5558714.5
30509,7859050.0
30510,9019772.0
30511,6710467.0
30512,6517285.5
30513,4347388.5
30514,3665664.75
30515,9547266.0
30516,5892342.5
30517,10852674.0
30518,7814219.5
30519,4909193.5
30520,7239083.5
30521,6204845.0
30522,7762562.5
30523,6507265.5
30524,10843322.0
30525,11630360.0
30526,4815214.5
30527,5063721.0
30528,6755408.0
30529,6797163.0
30530,6458703.0
30531,13934026.0
30532,4353908.5
30533,10680302.0
30534,6779487.0
30535,9322044.0
30536,5760183.5
30537,12134220.0
30538,5892664.0
30539,8984986.0
30540,9481248.0
30541,5998957.5
30542,2044777.625
30543,5680646.0
30544,7163959.0
30545,8633566.0
30546,4074222.75
30547,9699810.0
30548,4389623.5
30549,5230263.5
30550,12220370.0
30551,5236200.0
30552,1763655.75
30553,6933550.5
30554,11484888.0
30555,6416097.0
30556,8916996.0
30557,7957326.0
30558,9851042.0
30559,6452680.0
30560,6089173.5
30561,7077204.0
30562,11275990.0
30563,4964854.0
30564,7565785.0
30565,6801709.0
30566,7535803.5
30567,1920399.75
30568,9963064.0
30569,9770268.0
30570,6618202.5
30571,7531609.0
30572,4906664.0
30573,6620659.5
30574,6368492.0
30575,7513360.0
30576,4906263.0
30577,4264733.0
30578,3276252.0
30579,7513353.5
30580,4865687.0
30581,5698481.0
30582,12859504.0
30583,6895060.5
30584,4846792.0
30585,2896697.5
30586,9191336.0
