id,price_doc
30474,5382471.5
30475,8094562.0
30476,5291651.0
30477,5589619.5
30478,4924671.5
30479,9154042.0
30480,4167522.0
30481,4150918.25
30482,4714587.0
30483,4632066.5
30484,6405750.5
30485,4851823.0
30486,3696042.5
30487,3705617.75
30488,6140261.0
30489,6168980.5
30490,21869622.0
30491,18900172.0
30492,5546866.5
30493,12666899.0
30494,6648823.5
30495,10949080.0
30496,8449295.0
30497,8113714.0
30498,4460940.5
30499,7593325.0
30500,11101051.0
30501,6981163.5
30502,2978800.0
30503,6255517.5
30504,5538356.5
30505,10997449.0
30506,3216970.5
30507,4719733.5
30508,5389200.0
30509,7536073.0
30510,9192744.0
30511,6295555.5
30512,6149461.5
30513,4134360.75
30514,3588855.0
30515,9457294.0
30516,5700800.0
30517,11266451.0
30518,8564838.0
30519,4413163.0
30520,6769080.0
30521,5617917.0
30522,7427102.0
30523,6268034.0
30524,10561388.0
30525,9925045.0
30526,4792824.0
30527,5042577.0
30528,6500399.0
30529,6550127.0
30530,6014742.5
30531,14676744.0
30532,4566589.5
30533,10102014.0
30534,6652058.0
30535,9382337.0
30536,5733415.5
30537,11488597.0
30538,4861239.0
30539,8165754.0
30540,9550195.0
30541,5910947.5
30542,2129258.5
30543,5452560.0
30544,6721721.0
30545,8368828.5
30546,4118874.75
30547,9540909.0
30548,4409755.5
30549,5005808.0
30550,12166868.0
30551,5010349.5
30552,1891108.875
30553,7001305.5
30554,10525551.0
30555,6207476.0
30556,9214512.0
30557,7319462.5
30558,9299775.0
30559,6270378.0
30560,5850691.5
30561,6898955.5
30562,11788194.0
30563,5038198.0
30564,7182732.5
30565,6571243.0
30566,7057146.0
30567,2026956.875
30568,9968870.0
30569,9910404.0
30570,6359229.0
30571,7382380.5
30572,4837057.5
30573,6421843.5
30574,5961535.5
30575,7417631.5
30576,4773314.5
30577,3975831.75
30578,3269650.25
30579,7088538.0
30580,4600869.5
30581,5405300.5
30582,12785619.0
30583,6827768.0
30584,4339559.0
30585,2647061.0
30586,8690859.0
30587,5762242.5
30588,7885612.5
30589,7167227.5
30590,12357809.0
30591,5194832.0
30592,6551151.5
30593,7777348.0
30594,6567904.0
30595,5358563.5
30596,6639408.0
30597,6426959.0
30598,9502009.0
30599,10804648.0
30600,5129167.0
30601,6149379.5
30602,1779589.75
30603,12160813.0
30604,4606142.0
30605,6565749.5
