id,price_doc
30474,5340355.5
30475,8140926.5
30476,5285301.0
30477,5542911.0
30478,4923732.0
30479,9337126.0
30480,4111155.5
30481,4110881.0
30482,4686417.5
30483,4530602.5
30484,6440648.0
30485,4838270.5
30486,3633975.75
30487,3568973.5
30488,6031055.0
30489,6100413.0
30490,22884984.0
30491,19034842.0
30492,5490170.0
30493,13069823.0
30494,6557795.5
30495,11135586.0
30496,8602863.0
30497,8346104.5
30498,4394185.0
30499,7428880.0
30500,11320076.0
30501,6969774.5
30502,2883935.0
30503,6416150.0
30504,5549803.0
30505,11181579.0
30506,3215642.25
30507,4610998.5
30508,5361835.0
30509,7505368.0
30510,9203069.0
30511,6322058.5
30512,6240555.5
30513,4117464.75
30514,3442262.75
30515,9538006.0
30516,5693487.0
30517,11448817.0
30518,8751607.0
30519,4394838.5
30520,6860992.0
30521,5874268.0
30522,7457052.5
30523,6193083.5
30524,10690091.0
30525,9892188.0
30526,4736629.0
30527,4926268.5
30528,6640028.0
30529,6565618.0
30530,5918658.0
30531,14712578.0
30532,4493982.0
30533,10151238.0
30534,6567753.5
30535,9403199.0
30536,5628707.0
30537,11773801.0
30538,4919892.5
30539,8344831.0
30540,9592502.0
30541,5624773.5
30542,2041403.5
30543,5397661.0
30544,6746562.0
30545,8295833.0
30546,4112394.5
30547,9676758.0
30548,4307180.5
30549,4970946.5
30550,12253912.0
30551,4937707.5
30552,1785684.375
30553,7011141.0
30554,10853549.0
30555,6187658.0
30556,9123181.0
30557,7442594.5
30558,9370917.0
30559,6334624.0
30560,5859519.0
30561,6868651.5
30562,11867275.0
30563,4938338.5
30564,7173723.5
30565,6565361.0
30566,7079661.0
30567,1909936.75
30568,9923596.0
30569,9884305.0
30570,6341206.0
30571,7411995.0
30572,4755712.0
30573,6441907.0
30574,6008344.0
30575,7427498.5
30576,4713206.5
30577,3946957.5
30578,3181457.0
30579,7161173.5
30580,4560640.0
30581,5373885.5
30582,12995449.0
30583,6744728.5
30584,4373190.0
30585,2584048.25
30586,8706188.0
30587,5692515.0
30588,8151134.5
30589,7103663.0
30590,12599514.0
30591,5199446.5
30592,6609954.0
30593,7907768.0
30594,6535089.5
30595,5325093.5
30596,6571475.0
30597,6450335.5
30598,9516546.0
30599,10897982.0
30600,5229358.0
30601,6050486.5
30602,1639722.5
30603,12352801.0
30604,4527281.0
30605,6581598.0
30606,26223504.0
30607,6842049.5
30608,8632877.0
30609,6115657.0
30610,2813031.75
30611,5419484.5
30612,7320816.5
30613,8441788.0
30614,18085048.0
30615,7577085.0
30616,5537786.0
30617,9439264.0
30618,4923661.5
30619,4198522.5
30620,2548566.0
30621,8453260.0
30622,7550244.5
30623,6009083.5
30624,6596534.5
30625,8025872.5
30626,6322498.5
30627,7140892.0
30628,6339543.0
30629,5058500.5
30630,4587187.0
30631,5969472.0
30632,3927204.0
30633,5869116.0
30634,11653290.0
30635,9563783.0
30636,5212016.5
30637,9410089.0
30638,5734930.0
30639,7322834.5
30640,4474430.0
30641,7911554.5
30642,6444813.5
30643,7664325.0
30644,9516546.0
30645,7143868.5
30646,5124453.5
30647,4661140.0
30648,24326022.0
30649,2218320.25
30650,4845871.5
30651,3265085.25
30652,4341765.0
30653,7531252.0
30654,4377379.0
30655,12529489.0
30656,3784597.25
30657,6312545.5
30658,10824420.0
30659,4585673.5
30660,8531984.0
30661,6678806.5
30662,7910324.5
30663,16212631.0
30664,12360814.0
30665,6071671.0
30666,2644583.0
30667,4083533.25
30668,8950802.0
30669,4882867.5
30670,2306934.5
30671,7233795.0
30672,15024636.0
30673,10253868.0
30674,11775081.0
30675,2004070.0
30676,6587657.5
30677,4181906.5
30678,19788046.0
30679,5722894.0
30680,5097863.5
30681,2262802.0
30682,8615950.0
30683,9642048.0
30684,4603691.5
30685,6851818.0
30686,9292993.0
30687,4906520.0
30688,4425347.0
30689,15372224.0
30690,25654322.0
30691,4361964.5
30692,6178624.5
30693,11360004.0
30694,5454099.0
30695,7051192.5
30696,6370446.0
30697,11926500.0
30698,7683440.5
30699,5738360.5
30700,4818250.0
30701,9516546.0
30702,5925316.5
30703,3630283.25
30704,11532583.0
30705,8986245.0
30706,24533700.0
30707,3621631.25
30708,13916736.0
30709,6106787.0
30710,7344102.5
30711,4495803.5
30712,3897564.0
30713,5969198.5
30714,7028258.5
30715,3702134.75
30716,9642048.0
30717,6381281.5
30718,9119301.0
30719,14806491.0
30720,7463811.5
30721,4238366.0
30722,7271151.0
30723,6142568.5
30724,11948518.0
30725,6703105.5
30726,11803571.0
30727,9542774.0
30728,11297234.0
30729,3382763.5
30730,6129548.0
30731,6188124.5
30732,4402796.5
30733,9710575.0
30734,7072642.5
30735,5295987.5
30736,5459095.0
30737,6562782.0
30738,5983750.0
30739,4604596.0
30740,6791524.0
30741,11520887.0
30742,4027403.75
30743,4856151.0
30744,9040778.0
30745,6631750.5
30746,5483127.5
